timestamp,sample_num,rail1_vout_raw_hex,rail1_vout_raw_dec,rail1_vout_exponent,rail1_vout_v,rail1_iout_raw_hex,rail1_iout_raw_dec,rail1_iout_exponent,rail1_iout_mantissa,rail1_iout_a,rail2_vout_raw_hex,rail2_vout_raw_dec,rail2_vout_exponent,rail2_vout_v,rail2_iout_raw_hex,rail2_iout_raw_dec,rail2_iout_exponent,rail2_iout_mantissa,rail2_iout_a,rail1_status,rail2_status
12.517,126,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
12.617,127,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
12.717,128,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
12.817,129,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA4E,55886,-5,590,18.438,0x9003,0x9003
12.917,130,0x02F9,761,-10,0.743164,0xEA78,60024,-3,632,79.000,0x02FE,766,-10,0.748047,0xDA4A,55882,-5,586,18.312,0x9003,0x9003
13.018,131,0x02F8,760,-10,0.742188,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
13.118,132,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA42,55874,-5,578,18.062,0x9003,0x9003
13.218,133,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
13.318,134,0x02FA,762,-10,0.744141,0xEA78,60024,-3,632,79.000,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
13.418,135,0x02FA,762,-10,0.744141,0xEA74,60020,-3,628,78.500,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
13.518,136,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x0301,769,-10,0.750977,0xDA40,55872,-5,576,18.000,0x9003,0x9003
13.618,137,0x02F9,761,-10,0.743164,0xEA72,60018,-3,626,78.250,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
13.718,138,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
13.819,139,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
13.919,140,0x02F9,761,-10,0.743164,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA40,55872,-5,576,18.000,0x9003,0x9003
14.019,141,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x02FE,766,-10,0.748047,0xDA48,55880,-5,584,18.250,0x9003,0x9003
14.119,142,0x02FA,762,-10,0.744141,0xEA76,60022,-3,630,78.750,0x02FE,766,-10,0.748047,0xDA44,55876,-5,580,18.125,0x9003,0x9003
14.219,143,0x02F9,761,-10,0.743164,0xEA6C,60012,-3,620,77.500,0x0301,769,-10,0.750977,0xDA40,55872,-5,576,18.000,0x9003,0x9003
14.319,144,0x02F9,761,-10,0.743164,0xEA73,60019,-3,627,78.375,0x02FE,766,-10,0.748047,0xDA42,55874,-5,578,18.062,0x9003,0x9003
14.419,145,0x02F9,761,-10,0.743164,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA3C,55868,-5,572,17.875,0x9003,0x9003
14.519,146,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA3E,55870,-5,574,17.938,0x9003,0x9003
14.620,147,0x02FA,762,-10,0.744141,0xEA79,60025,-3,633,79.125,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
14.720,148,0x02F9,761,-10,0.743164,0xEA7A,60026,-3,634,79.250,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
14.820,149,0x02FA,762,-10,0.744141,0xEA75,60021,-3,629,78.625,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
14.920,150,0x02F9,761,-10,0.743164,0xEA76,60022,-3,630,78.750,0x0300,768,-10,0.750000,0xDA48,55880,-5,584,18.250,0x9003,0x9003
15.021,151,0x02F9,761,-10,0.743164,0xEA71,60017,-3,625,78.125,0x02FE,766,-10,0.748047,0xDA46,55878,-5,582,18.188,0x9003,0x9003
15.121,152,0x02F9,761,-10,0.743164,0xEA74,60020,-3,628,78.500,0x0300,768,-10,0.750000,0xDA46,55878,-5,582,18.188,0x9003,0x9003
15.221,153,0x02F9,761,-10,0.743164,0xEA77,60023,-3,631,78.875,0x0300,768,-10,0.750000,0xDA44,55876,-5,580,18.125,0x9003,0x9003
