timestamp,sample_num,value,units
34.201,341,63.00,°C
34.301,342,63.00,°C
34.402,343,63.00,°C
34.502,344,63.00,°C
34.602,345,63.00,°C
34.702,346,63.00,°C
34.802,347,63.00,°C
34.902,348,63.00,°C
35.003,349,63.00,°C
35.103,350,63.00,°C
35.203,351,63.00,°C
35.303,352,63.00,°C
35.403,353,63.00,°C
35.503,354,63.00,°C
35.603,355,63.00,°C
35.704,356,63.00,°C
35.804,357,63.00,°C
35.904,358,63.00,°C
36.004,359,63.00,°C
36.104,360,63.00,°C
36.204,361,63.00,°C
36.304,362,63.00,°C
36.405,363,63.00,°C
36.505,364,63.00,°C
36.605,365,63.00,°C
36.705,366,63.00,°C
36.805,367,63.00,°C
